Nominal CL_scaled,Nominal AK_scaled,Nominal TF_scaled,Nominal TO_scaled,Total_Mutasi_scaled,Selisih_Final_scaled,Jumlah_Titik_Mutasi,Hari,Hari_dalam_Minggu,Akhir_Pekan,Is_Outlier_Nominal,Jenis_Bayar_Encoded,Akun_Closing_Encoded
-0.4456675343055651,0.4432778404932437,-0.17726053497137864,-0.38434151536826466,0.12491246971095425,-0.3443511760280415,1,8,4,0,0,8,7
-0.1567144244973676,-0.09334389094785944,-0.17726053497137864,-0.38434151536826466,-0.17714052764969557,0.09269745316047301,1,12,1,0,0,9,0
-0.2773028820033513,-0.2044152218945217,-0.17726053497137864,-0.38434151536826466,-0.23966022535776024,0.0926697722605869,1,24,6,1,0,9,0
-0.08972696853942048,-0.35964744345853156,-0.17726053497137864,-0.38434151536826466,-0.3270371522750555,0.2712596538783732,0,31,6,1,0,9,0
-0.22783631696052364,-0.15891612247058776,-0.17726053497137864,-0.38434151536826466,-0.21404974677855304,0.09271566427881912,1,14,3,0,0,9,0
0.42565733507460063,-0.35964744345853156,-0.17726053497137864,-0.38434151536826466,-0.3270371522750555,0.5297825045856797,0,13,2,0,0,9,0
10.5147613984142,-0.35964744345853156,-0.17726053497137864,-0.38434151536826466,-0.3270371522750555,5.5905962027276965,0,8,4,0,0,4,5
-0.16974799233517926,-0.35964744345853156,-0.17726053497137864,2.3593144770476564,-0.18391977197948572,0.09271566427881912,1,25,0,0,0,9,0
-0.11165966770983489,-0.051859417943684386,-0.17726053497137864,-0.38434151536826466,-0.1537897971804184,0.09271566427881912,1,24,6,1,0,9,0
-0.0826155053971627,-0.35964744345853156,-0.17726053497137864,3.2257321588632104,-0.13872480978088475,0.09271566427881912,1,12,1,0,0,9,0
0.07243820731715343,0.1180931004927747,-0.17726053497137864,-0.38434151536826466,-0.05812712719337968,0.09254885043476867,1,25,0,0,0,9,0
-0.4456675343055651,0.4432778404932437,-0.17726053497137864,-0.38434151536826466,0.12491246971095425,-0.3443511760280415,1,8,4,0,0,8,7
-0.0826155053971627,-0.35964744345853156,-0.17726053497137864,-0.38434151536826466,-0.3270371522750555,0.274826847740011,0,12,1,0,0,9,0
-0.22783631696052364,-0.35964744345853156,-0.17726053497137864,-0.38434151536826466,-0.3270371522750555,0.20198237435553423,0,26,1,0,0,9,2
-0.22783631696052364,-0.15891612247058776,-0.17726053497137864,-0.38434151536826466,-0.21404974677855304,0.09271566427881912,1,23,5,1,0,9,0
-0.22783631696052364,-0.15891612247058776,-0.17726053497137864,-0.38434151536826466,-0.21404974677855304,0.09271566427881912,1,4,0,0,0,9,0
-0.22704341132938768,-0.1582470180672946,-0.17726053497137864,-0.38434151536826466,-0.21367312209356468,0.09274917273657599,1,18,0,0,0,9,0
-0.4456675343055651,-0.07728538526882393,-0.17726053497137864,-0.38434151536826466,-0.16810153520997537,-0.060986174562426845,1,21,3,0,0,8,7
